HOG,Orthogroup,product,genes
N0.HOG0014399,OG0013235,,PDE7A
N0.HOG0014400,OG0013236,mitochondrial fission regulator 1,MTFR1
N0.HOG0014401,OG0013237,armadillo repeat containing 1,ARMC1
N0.HOG0014401,OG0013237,,ARMC1
N0.HOG0014402,OG0013238,cytochrome P450 7B1,CYP7B1
N0.HOG0014402,OG0013238,,CYP7B1
N0.HOG0014402,OG0013238,25-hydroxycholesterol 7-alpha-hydroxylase,CYP7B1
N0.HOG0014403,OG0013239,YTH N6-methyladenosine RNA binding protein 3,YTHDF3
N0.HOG0014403,OG0013239,,YTHDF3
N0.HOG0014404,OG0013240,ring finger protein 4,RNF4 
N0.HOG0014404,OG0013240,,RNF4 
N0.HOG0014404,OG0013240,E3 ubiquitin-protein ligase RNF4-like,RNF4 
N0.HOG0014404,OG0013240,E3 ubiquitin-protein ligase RNF4,RNF4 
N0.HOG0014405,OG0013241,sodium/potassium transporting ATPase interacting 3,NKAIN3
N0.HOG0014405,OG0013241,,NKAIN3
N0.HOG0014406,OG0013242,clavesin 1,CLVS1 
N0.HOG0014406,OG0013242,,CLVS1 
N0.HOG0014406,OG0013242,clavesin-1,CLVS1 
N0.HOG0014407,OG0013243,carbonic anhydrase 8,CA8
N0.HOG0014407,OG0013243,,CA8
N0.HOG0014408,OG0013244,aquarius intron-binding spliceosomal factor,AQR
N0.HOG0014408,OG0013244,,AQR
N0.HOG0014409,OG0013245,gap junction protein delta 2,GJD2
N0.HOG0014409,OG0013245,,GJD2
N0.HOG0014410,OG0013246,syntaxin binding protein 6,STXBP6
N0.HOG0014410,OG0013246,,STXBP6
N0.HOG0014411,OG0013247,NOVA alternative splicing regulator 1,NOVA1
N0.HOG0014411,OG0013247,,NOVA1
N0.HOG0014412,OG0013248,centromere protein F,CENPF 
N0.HOG0014413,OG0013249,potassium channel tetramerization domain containing 3,KCTD3
N0.HOG0014413,OG0013249,,KCTD3
N0.HOG0014414,OG0013250,estrogen related receptor gamma,ESRRG
N0.HOG0014414,OG0013250,,ESRRG
N0.HOG0014415,OG0013251,deltex E3 ubiquitin ligase 3,DTX3
N0.HOG0014415,OG0013251,,DTX3
N0.HOG0014416,OG0013252,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,PIP4K2C
N0.HOG0014416,OG0013252,,PIP4K2C
N0.HOG0014417,OG0013253,dynactin subunit 2,DCTN2
N0.HOG0014417,OG0013253,,DCTN2
N0.HOG0014418,OG0013254,methyl-CpG binding domain protein 6,MBD6
N0.HOG0014419,OG0013255,DNA damage inducible transcript 3,DDIT3
N0.HOG0014420,OG0013256,methionyl-tRNA synthetase 1,MARS1 MARS
N0.HOG0014420,OG0013256,,MARS1 MARS
N0.HOG0014420,OG0013256,methionyl-tRNA synthetase,MARS1 MARS
N0.HOG0014421,OG0013257,ATP-binding cassette sub-family F member 2,ABCF2
N0.HOG0014421,OG0013257,,ABCF2
N0.HOG0014421,OG0013257,ATP binding cassette subfamily F member 2,ABCF2
N0.HOG0014422,OG0013258,IQ motif containing with AAA domain 1 like,IQCA1L 
N0.HOG0014422,OG0013258,IQ and AAA domain-containing protein 1-like,IQCA1L 
N0.HOG0014423,OG0013259,ankyrin repeat and SOCS box containing 10,ASB10 
N0.HOG0014423,OG0013259,ankyrin repeat and SOCS box protein 16-like,ASB10 
N0.HOG0014423,OG0013259,ankyrin repeat and SOCS box protein 10-like,ASB10 
N0.HOG0014424,OG0013260,solute carrier family 4 member 2,SLC4A2 
N0.HOG0014424,OG0013260,,SLC4A2 
N0.HOG0014424,OG0013260,anion exchange protein 2-like,SLC4A2 
N0.HOG0014425,OG0013261,translocated promoter region  nuclear basket protein,TPR
N0.HOG0014425,OG0013261,,TPR
N0.HOG0014426,OG0013262,odr-4 GPCR localization factor homolog,ODR4
N0.HOG0014427,OG0013263,phosducin,PDC 
N0.HOG0014427,OG0013263,phosducin-like,PDC 
N0.HOG0014428,OG0013264,SRY-box transcription factor 2,SOX2 
N0.HOG0014428,OG0013264,,SOX2 
N0.HOG0014428,OG0013264,SRY-box 2,SOX2 
N0.HOG0014428,OG0013264,transcription factor SOX-2-like,SOX2 
N0.HOG0014429,OG0013265,ATPase phospholipid transporting 11B (putative),ATP11B 
N0.HOG0014429,OG0013265,,ATP11B 
N0.HOG0014429,OG0013265,probable phospholipid-transporting ATPase IF,ATP11B 
N0.HOG0014430,OG0013266,methylcrotonoyl-CoA carboxylase 1,MCCC1
N0.HOG0014430,OG0013266,,MCCC1
N0.HOG0014431,OG0013267,replication factor C subunit 4,RFC4
N0.HOG0014431,OG0013267,,RFC4
N0.HOG0014432,OG0013268,chromosome unknown C12orf4 homolog,CUNH12ORF4 C2H12ORF4
N0.HOG0014432,OG0013268,chromosome 2 C12orf4 homolog,CUNH12ORF4 C2H12ORF4
N0.HOG0014433,OG0013269,podocalyxin like 2,PODXL2
N0.HOG0014434,OG0013270,minichromosome maintenance complex component 2,MCM2
N0.HOG0014434,OG0013270,,MCM2
N0.HOG0014435,OG0013271,transmembrane protein adipocyte associated 1,TPRA1
N0.HOG0014435,OG0013271,,TPRA1
N0.HOG0014436,OG0013272,coiled-coil-helix-coiled-coil-helix domain containing 6,CHCHD6
N0.HOG0014437,OG0013273,insulin like growth factor binding protein 5,IGFBP5
N0.HOG0014437,OG0013273,,IGFBP5
N0.HOG0014438,OG0013274,ribosomal protein L37a,RPL37A
N0.HOG0014438,OG0013274,,RPL37A
N0.HOG0014439,OG0013275,SWI/SNF related  matrix associated  actin dependent regulator of chromatin  subfamily a like 1,SMARCAL1
N0.HOG0014439,OG0013275,,SMARCAL1
N0.HOG0014440,OG0013276,membrane associated ring-CH-type finger 4,MARCHF4 MARCH4
N0.HOG0014440,OG0013276,,MARCHF4 MARCH4
N0.HOG0014441,OG0013277,X-ray repair cross complementing 5,XRCC5
N0.HOG0014441,OG0013277,,XRCC5
N0.HOG0014442,OG0013278,transmembrane protein 169,TMEM169
N0.HOG0014443,OG0013279,peroxisomal trans-2-enoyl-CoA reductase,PECR
N0.HOG0014444,OG0013280,mitogen-activated protein kinase kinase kinase 2,MAP3K2
N0.HOG0014444,OG0013280,,MAP3K2
N0.HOG0014445,OG0013281,ERCC excision repair 3  TFIIH core complex helicase subunit,ERCC3
N0.HOG0014445,OG0013281,,ERCC3
N0.HOG0014445,OG0013281,general transcription and DNA repair factor IIH helicase subunit XPB,ERCC3
N0.HOG0014446,OG0013282,cytochrome P450 27C1,
N0.HOG0014447,OG0013283,bridging integrator 1,BIN1
N0.HOG0014447,OG0013283,,BIN1
N0.HOG0014448,OG0013284,glycophorin C (Gerbich blood group),GYPC 
N0.HOG0014448,OG0013284,glycophorin-C,GYPC 
N0.HOG0014449,OG0013285,ethanolamine kinase 1,ETNK1
N0.HOG0014449,OG0013285,,ETNK1
N0.HOG0014450,OG0013286,potassium inwardly rectifying channel subfamily J member 8,KCNJ8
N0.HOG0014450,OG0013286,,KCNJ8
N0.HOG0014450,OG0013286,potassium voltage-gated channel subfamily J member 8,KCNJ8
N0.HOG0014451,OG0013287,lactate dehydrogenase B,LDHB
N0.HOG0014451,OG0013287,,LDHB
N0.HOG0014452,OG0013288,electron transfer flavoprotein regulatory factor 1,ETFRF1 LYRM5
N0.HOG0014452,OG0013288,,ETFRF1 LYRM5
N0.HOG0014453,OG0013289,proline and serine rich 2,PROSER2
N0.HOG0014454,OG0013290,phosphatase and tensin homolog,PTEN 
N0.HOG0014454,OG0013290,,PTEN 
N0.HOG0014454,OG0013290,phosphatidylinositol 3 4 5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN,PTEN 
N0.HOG0014455,OG0013291,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2
N0.HOG0014455,OG0013291,,PAPSS2
N0.HOG0014455,OG0013291,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2
N0.HOG0014456,OG0013292,multiple inositol-polyphosphate phosphatase 1,MINPP1
N0.HOG0014457,OG0013293,piezo-type mechanosensitive ion channel component 2-like,
N0.HOG0014458,OG0013294,pseudouridine 5'-phosphatase,HDHD1 PUDP
N0.HOG0014458,OG0013294,,HDHD1 PUDP
N0.HOG0014459,OG0013295,abhydrolase domain containing 16A  phospholipase,ABHD16A
N0.HOG0014459,OG0013295,abhydrolase domain containing 16A,ABHD16A
N0.HOG0014460,OG0013296,chloride intracellular channel 1,CLIC1 
N0.HOG0014460,OG0013296,,CLIC1 
N0.HOG0014460,OG0013296,chloride intracellular channel protein 1-like,CLIC1 
N0.HOG0014461,OG0013297,neural proliferation differentiation and control protein 1-like,
N0.HOG0014462,OG0013298,POU class 5 homeobox 1,POU5F1 
N0.HOG0014462,OG0013298,,POU5F1 
N0.HOG0014462,OG0013298,POU domain  class 5  transcription factor 1-like,POU5F1 
N0.HOG0014462,OG0013298,POU domain  class 5  transcription factor 3-like,POU5F1 
N0.HOG0014463,OG0013299,transcription factor 19,TCF19
N0.HOG0014463,OG0013299,,TCF19
N0.HOG0014464,OG0013300,myosin-9-like,
N0.HOG0014465,OG0013301,C-type lectin domain family 2 member D-like,
N0.HOG0014465,OG0013301,C-type lectin domain family 2 member F-like,
N0.HOG0014465,OG0013301,C-type lectin domain family 2 member E-like,
N0.HOG0014466,OG0013302,discoidin domain receptor tyrosine kinase 1,DDR1 
N0.HOG0014466,OG0013302,,DDR1 
N0.HOG0014466,OG0013302,epithelial discoidin domain-containing receptor 1-like,DDR1 
N0.HOG0014467,OG0013303,C-type lectin domain family 2 member D-like,
N0.HOG0014467,OG0013303,C-type lectin domain family 2 member D,
N0.HOG0014468,OG0013304,visual pigment-like receptor peropsin,
N0.HOG0014468,OG0013304,opsin-5-like,
N0.HOG0014469,OG0013305,vitrin,VIT
N0.HOG0014470,OG0013306,ring finger protein 212,RNF212 
N0.HOG0014470,OG0013306,probable E3 SUMO-protein ligase RNF212,RNF212 
N0.HOG0014471,OG0013307,N-acetylneuraminic acid phosphatase,NANP
N0.HOG0014472,OG0013308,cytochrome P450 1B1,CYP1B1
N0.HOG0014472,OG0013308,,CYP1B1
N0.HOG0014473,OG0013309,regulator of microtubule dynamics 2,RMDN2
N0.HOG0014473,OG0013309,,RMDN2
N0.HOG0014474,OG0013310,CDC42 effector protein 3,CDC42EP3
N0.HOG0014475,OG0013311,NLR family CARD domain containing 4,NLRC4
N0.HOG0014475,OG0013311,,NLRC4
N0.HOG0014476,OG0013312,Yip1 domain family member 4,YIPF4
N0.HOG0014476,OG0013312,,YIPF4
N0.HOG0014477,OG0013313,latent transforming growth factor beta binding protein 1,LTBP1
N0.HOG0014477,OG0013313,,LTBP1
N0.HOG0014478,OG0013314,unc-93 homolog A,UNC93A
N0.HOG0014479,OG0013315,asparaginase,ASPG
N0.HOG0014480,OG0013316,tudor domain containing 9,TDRD9
N0.HOG0014480,OG0013316,,TDRD9
N0.HOG0014481,OG0013317,protein phosphatase 1 regulatory subunit 13B,PPP1R13B
N0.HOG0014482,OG0013318,X-ray repair cross complementing 3,XRCC3
N0.HOG0014482,OG0013318,,XRCC3
N0.HOG0014483,OG0013319,kinesin light chain 1,KLC1
N0.HOG0014483,OG0013319,,KLC1
N0.HOG0014484,OG0013320,cytochrome c oxidase assembly factor 8,KLC1 APOPT1
N0.HOG0014484,OG0013320,,KLC1 APOPT1
N0.HOG0014484,OG0013320,apoptogenic 1  mitochondrial,KLC1 APOPT1
N0.HOG0014484,OG0013320,apoptogenic protein 1  mitochondrial,KLC1 APOPT1
N0.HOG0014485,OG0013321,BAG cochaperone 5,BAG5
N0.HOG0014485,OG0013321,,BAG5
N0.HOG0014485,OG0013321,BCL2 associated athanogene 5,BAG5
N0.HOG0014486,OG0013322,tRNA methyltransferase 61A,TRMT61A
N0.HOG0014486,OG0013322,,TRMT61A
N0.HOG0014487,OG0013323,creatine kinase B,CKB
N0.HOG0014487,OG0013323,,CKB
N0.HOG0014488,OG0013324,eukaryotic translation initiation factor 5,EIF5
N0.HOG0014488,OG0013324,,EIF5
N0.HOG0014489,OG0013325,inka box actin regulator 2,INKA2
N0.HOG0014490,OG0013326,ATP synthase peripheral stalk-membrane subunit b,ATP5PB ATP5F1
N0.HOG0014490,OG0013326,,ATP5PB ATP5F1
N0.HOG0014491,OG0013327,WD repeat domain 77,WDR77
N0.HOG0014491,OG0013327,,WDR77
N0.HOG0014492,OG0013328,chromosome unknown C6orf132 homolog,CUNH6ORF132 C5H6ORF132
N0.HOG0014492,OG0013328,chromosome 5 C6orf132 homolog,CUNH6ORF132 C5H6ORF132
N0.HOG0014493,OG0013329,guanylate cyclase activator 1A,GUCA1A
N0.HOG0014494,OG0013330,guanylate cyclase activator 1B,GUCA1B
N0.HOG0014494,OG0013330,,GUCA1B
N0.HOG0014495,OG0013331,hydroxysteroid 11-beta dehydrogenase 1,HSD11B1 TRAF3IP3
N0.HOG0014495,OG0013331,TRAF3 interacting protein 3,HSD11B1 TRAF3IP3
N0.HOG0014496,OG0013332,calcium/calmodulin dependent protein kinase IG,CAMK1G
N0.HOG0014496,OG0013332,,CAMK1G
N0.HOG0014497,OG0013333,defective in cullin neddylation 1 domain containing 5,DCUN1D5
N0.HOG0014497,OG0013333,,DCUN1D5
N0.HOG0014498,OG0013334,collagenase 3-like,MMP13
N0.HOG0014498,OG0013334,,MMP13
N0.HOG0014498,OG0013334,collagenase 3,MMP13
N0.HOG0014499,OG0013335,stromelysin-1-like,MMP3
N0.HOG0014499,OG0013335,,MMP3
N0.HOG0014499,OG0013335,stromelysin-1,MMP3
N0.HOG0014500,OG0013336,interstitial collagenase-like,
N0.HOG0014500,OG0013336,neutrophil collagenase,
N0.HOG0014501,OG0013337,matrix metalloproteinase-18-like,
N0.HOG0014501,OG0013337,macrophage metalloelastase-like,
N0.HOG0014501,OG0013337,matrix metalloproteinase-18,
N0.HOG0014502,OG0013338,REV1 DNA directed polymerase,REV1
N0.HOG0014502,OG0013338,,REV1
N0.HOG0014502,OG0013338,REV1  DNA directed polymerase,REV1
N0.HOG0014503,OG0013339,thioredoxin domain containing 9,TXNDC9
N0.HOG0014503,OG0013339,,TXNDC9
N0.HOG0014504,OG0013340,lysozyme g2,LYG2 
N0.HOG0014504,OG0013340,,LYG2 
N0.HOG0014504,OG0013340,lysozyme g-like,LYG2 
N0.HOG0014504,OG0013340,lysozyme g,LYG2 
N0.HOG0014504,OG0013340,lysozyme G-like,LYG2 
N0.HOG0014505,OG0013341,mitochondrial ribosomal protein L30,MRPL30
N0.HOG0014505,OG0013341,,MRPL30
N0.HOG0014506,OG0013342,microtubule interacting and trafficking domain containing 1,MITD1
N0.HOG0014507,OG0013343,lipoyltransferase 1,LIPT1
N0.HOG0014507,OG0013343,,LIPT1
N0.HOG0014508,OG0013344,testis specific 10,TSGA10 
N0.HOG0014508,OG0013344,testis-specific gene 10 protein,TSGA10 
N0.HOG0014509,OG0013345,alpha-1 3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A,MGAT4A
N0.HOG0014509,OG0013345,,MGAT4A
N0.HOG0014509,OG0013345,mannosyl (alpha-1 3-)-glycoprotein beta-1 4-N-acetylglucosaminyltransferase  isozyme A,MGAT4A
N0.HOG0014510,OG0013346,unc-50 inner nuclear membrane RNA binding protein,UNC50
N0.HOG0014510,OG0013346,,UNC50
N0.HOG0014511,OG0013347,cytochrome c oxidase assembly factor 5,
N0.HOG0014512,OG0013348,inositol polyphosphate-4-phosphatase type I A,INPP4A
N0.HOG0014512,OG0013348,,INPP4A
N0.HOG0014513,OG0013349,von Willebrand factor A domain containing 3B,VWA3B
N0.HOG0014514,OG0013350,ubiquitin protein ligase E3A,UBE3A
N0.HOG0014514,OG0013350,,UBE3A
N0.HOG0014515,OG0013351,contactin 1,CNTN1
N0.HOG0014515,OG0013351,,CNTN1
N0.HOG0014516,OG0013352,glucoside xylosyltransferase 1,GXYLT1
N0.HOG0014516,OG0013352,,GXYLT1
N0.HOG0014517,OG0013353,YY1 associated factor 2,YAF2
N0.HOG0014517,OG0013353,,YAF2
N0.HOG0014518,OG0013354,zinc finger CCHC-type and RNA binding motif containing 1,ZCRB1
N0.HOG0014518,OG0013354,,ZCRB1
N0.HOG0014519,OG0013355,periphilin 1,PPHLN1 
N0.HOG0014519,OG0013355,,PPHLN1 
N0.HOG0014519,OG0013355,periphilin-1-like,PPHLN1 
N0.HOG0014520,OG0013356,interleukin 1 receptor associated kinase 4,IRAK4 IRAK3
N0.HOG0014520,OG0013356,,IRAK4 IRAK3
N0.HOG0014520,OG0013356,interleukin 1 receptor associated kinase 3,IRAK4 IRAK3
N0.HOG0014521,OG0013357,DPY30 domain-containing protein 1-like,DYDC1
N0.HOG0014521,OG0013357,,DYDC1
N0.HOG0014521,OG0013357,DPY30 domain containing 1,DYDC1
N0.HOG0014522,OG0013358,pulmonary surfactant-associated protein A-like,
N0.HOG0014522,OG0013358,pulmonary surfactant-associated protein A,
N0.HOG0014523,OG0013359,pulmonary surfactant-associated protein D-like,
N0.HOG0014523,OG0013359,pulmonary surfactant-associated protein D,
N0.HOG0014524,OG0013360,pulmonary surfactant-associated protein D-like,
N0.HOG0014525,OG0013361,RasGEF domain family member 1A,RASGEF1A
N0.HOG0014525,OG0013361,,RASGEF1A
N0.HOG0014526,OG0013362,chondroitin sulfate N-acetylgalactosaminyltransferase 2,CSGALNACT2
N0.HOG0014526,OG0013362,,CSGALNACT2
N0.HOG0014527,OG0013363,ret proto-oncogene,RET
N0.HOG0014528,OG0013364,L-threonine ammonia-lyase-like,
N0.HOG0014528,OG0013364,phenylserine dehydratase-like,
N0.HOG0014529,OG0013365,annexin A11,ANXA11
N0.HOG0014529,OG0013365,,ANXA11
N0.HOG0014530,OG0013366,zinc finger MIZ-type containing 1,ZMIZ1
N0.HOG0014530,OG0013366,,ZMIZ1
N0.HOG0014531,OG0013367,ribosomal protein S24,RPS24
N0.HOG0014531,OG0013367,,RPS24
N0.HOG0014532,OG0013368,discs large MAGUK scaffold protein 5,DLG5
N0.HOG0014532,OG0013368,,DLG5
N0.HOG0014533,OG0013369,tyrosinase related protein 1,TYRP1
N0.HOG0014533,OG0013369,,TYRP1
N0.HOG0014534,OG0013370,leucine rich adaptor protein 1 like,LURAP1L
N0.HOG0014534,OG0013370,,LURAP1L
N0.HOG0014535,OG0013371,crystallin beta A2,CRYBA2
N0.HOG0014535,OG0013371,,CRYBA2
N0.HOG0014536,OG0013372,FEV transcription factor  ETS family member,FEV
N0.HOG0014536,OG0013372,FEV  ETS transcription factor,FEV
N0.HOG0014537,OG0013373,cyclin dependent kinase 5 regulatory subunit 2,CDK5R2
N0.HOG0014537,OG0013373,,CDK5R2
N0.HOG0014538,OG0013374,Wnt family member 10A,WNT10A
N0.HOG0014538,OG0013374,,WNT10A
N0.HOG0014539,OG0013375,sterol 26-hydroxylase  mitochondrial,
N0.HOG0014540,OG0013376,rac GTPase-activating protein 1-like,
N0.HOG0014541,OG0013377,protein kinase AMP-activated non-catalytic subunit gamma 3,PRKAG3 
N0.HOG0014541,OG0013377,,PRKAG3 
N0.HOG0014541,OG0013377,5'-AMP-activated protein kinase subunit gamma-1-like,PRKAG3 
N0.HOG0014542,OG0013378,tubulin tyrosine ligase like 4,TTLL4
N0.HOG0014542,OG0013378,,TTLL4
N0.HOG0014543,OG0013379,ATP binding cassette subfamily B member 6 (Langereis blood group),ABCB6 
N0.HOG0014543,OG0013379,,ABCB6 
N0.HOG0014543,OG0013379,ATP-binding cassette sub-family B member 6  mitochondrial-like,ABCB6 
N0.HOG0014544,OG0013380,autophagy related 9A,ATG9A
N0.HOG0014544,OG0013380,,ATG9A
N0.HOG0014545,OG0013381,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,ANKZF1
N0.HOG0014545,OG0013381,ankyrin repeat and zinc finger domain containing 1,ANKZF1
N0.HOG0014546,OG0013382,galactosidase beta 1 like,GLB1L
N0.HOG0014546,OG0013382,,GLB1L
N0.HOG0014547,OG0013383,serine/threonine kinase 16,STK16
N0.HOG0014547,OG0013383,,STK16
N0.HOG0014548,OG0013384,glycerophosphocholine phosphodiesterase 1,GPCPD1
N0.HOG0014548,OG0013384,,GPCPD1
N0.HOG0014549,OG0013385,beta-soluble NSF attachment protein,NAPB
N0.HOG0014549,OG0013385,,NAPB
N0.HOG0014549,OG0013385,NSF attachment protein beta,NAPB
N0.HOG0014550,OG0013386,GDNF inducible zinc finger protein 1,GZF1 
N0.HOG0014550,OG0013386,,GZF1 
N0.HOG0014550,OG0013386,GDNF-inducible zinc finger protein 1,GZF1 
N0.HOG0014551,OG0013387,GDNF-inducible zinc finger protein 1-like,
N0.HOG0014552,OG0013388,gamma-aminobutyric acid type A receptor subunit pi,GABRP
N0.HOG0014552,OG0013388,gamma-aminobutyric acid type A receptor pi subunit,GABRP
N0.HOG0014553,OG0013389,T cell leukemia homeobox 3,TLX3
N0.HOG0014553,OG0013389,,TLX3
N0.HOG0014554,OG0013390,fibroblast growth factor 18,FGF18
N0.HOG0014554,OG0013390,,FGF18
N0.HOG0014555,OG0013391,eukaryotic translation termination factor 1,ETF1 
N0.HOG0014555,OG0013391,,ETF1 
N0.HOG0014555,OG0013391,eukaryotic peptide chain release factor subunit 1,ETF1 
N0.HOG0014556,OG0013392,heat shock protein family A (Hsp70) member 9,HSPA9
N0.HOG0014556,OG0013392,,HSPA9
N0.HOG0014557,OG0013393,tyrosinase,TYR
N0.HOG0014558,OG0013394,glutamate metabotropic receptor 5,GRM5
N0.HOG0014558,OG0013394,,GRM5
N0.HOG0014559,OG0013395,cathepsin C,CTSC
N0.HOG0014560,OG0013396,transmembrane protein 135,TMEM135 
N0.HOG0014560,OG0013396,,TMEM135 
N0.HOG0014560,OG0013396,transmembrane protein 135-like,TMEM135 
N0.HOG0014561,OG0013397,coiled-coil domain containing 81,CCDC81
N0.HOG0014562,OG0013398,embryonic ectoderm development,EED
N0.HOG0014562,OG0013398,,EED
N0.HOG0014563,OG0013399,extracellular leucine rich repeat and fibronectin type III domain containing 2,ELFN2
N0.HOG0014563,OG0013399,,ELFN2
N0.HOG0014564,OG0013400,solute carrier family 31 member 2,SLC31A2
N0.HOG0014565,OG0013401,niban apoptosis regulator 2,NIBAN2 FAM129B
N0.HOG0014565,OG0013401,family with sequence similarity 129 member B,NIBAN2 FAM129B
N0.HOG0014566,OG0013402,calcium voltage-gated channel subunit alpha1 B,CACNA1B 
N0.HOG0014566,OG0013402,,CACNA1B 
N0.HOG0014566,OG0013402,voltage-dependent N-type calcium channel subunit alpha-1B-like,CACNA1B 
N0.HOG0014567,OG0013403,arrestin domain containing 1,ARRDC1
N0.HOG0014568,OG0013404,glutamine synthetase-like,GLUL
N0.HOG0014568,OG0013404,,GLUL
N0.HOG0014569,OG0013405,beta-1 3-galactosyltransferase 9,B3GALT9 
N0.HOG0014569,OG0013405,putative UDP-GlcNAc:betaGal beta-1 3-N-acetylglucosaminyltransferase LOC100288842,B3GALT9 
N0.HOG0014570,OG0013406,proteasome 26S subunit  non-ATPase 5,PSMD5
N0.HOG0014570,OG0013406,,PSMD5
N0.HOG0014571,OG0013407,PHD finger protein 19,PHF19
N0.HOG0014572,OG0013408,TNF receptor associated factor 1,TRAF1 
N0.HOG0014572,OG0013408,TNF receptor-associated factor 1-like,TRAF1 
N0.HOG0014573,OG0013409,complement C5,C5
N0.HOG0014574,OG0013410,centriolin,CNTRL 
N0.HOG0014574,OG0013410,centriolin-like,CNTRL 
N0.HOG0014575,OG0013411,RAB14  member RAS oncogene family,RAB14
N0.HOG0014575,OG0013411,,RAB14
N0.HOG0014576,OG0013412,gelsolin,GSN
N0.HOG0014576,OG0013412,,GSN
N0.HOG0014577,OG0013413,stomatin-like,STOM 
N0.HOG0014577,OG0013413,,STOM 
N0.HOG0014577,OG0013413,erythrocyte band 7 integral membrane protein,STOM 
N0.HOG0014577,OG0013413,erythrocyte band 7 integral membrane protein-like,STOM 
N0.HOG0014578,OG0013414,GTPase activating Rap/RanGAP domain like 3,GARNL3
N0.HOG0014578,OG0013414,,GARNL3
N0.HOG0014579,OG0013415,solute carrier family 2 member 8,SLC2A8
N0.HOG0014579,OG0013415,,SLC2A8
N0.HOG0014580,OG0013416,F-box and WD repeat domain containing 2,FBXW2
N0.HOG0014580,OG0013416,,FBXW2
N0.HOG0014581,OG0013417,ALG2 alpha-1 3/1 6-mannosyltransferase,ALG2
N0.HOG0014581,OG0013417,,ALG2
N0.HOG0014581,OG0013417,ALG2  alpha-1 3/1 6-mannosyltransferase,ALG2
N0.HOG0014582,OG0013418,SEC61 translocon subunit beta,SEC61B
N0.HOG0014582,OG0013418,,SEC61B
N0.HOG0014582,OG0013418,Sec61 translocon beta subunit,SEC61B
N0.HOG0014582,OG0013418,SEC61 translocon beta subunit,SEC61B
N0.HOG0014583,OG0013419,leucine rich repeats and IQ motif containing 3,LRRIQ3
N0.HOG0014584,OG0013420,fucose-1-phosphate guanylyltransferase,FPGT
N0.HOG0014585,OG0013421,tRNA-yW synthesizing protein 3 homolog,TYW3
N0.HOG0014586,OG0013422,LIM homeobox 8,LHX8
N0.HOG0014586,OG0013422,,LHX8
N0.HOG0014587,OG0013423,solute carrier family 44 member 5,SLC44A5
N0.HOG0014587,OG0013423,,SLC44A5
N0.HOG0014588,OG0013424,acyl-CoA dehydrogenase medium chain,ACADM
N0.HOG0014588,OG0013424,,ACADM
N0.HOG0014589,OG0013425,mutS homolog 4,MSH4 
N0.HOG0014589,OG0013425,,MSH4 
N0.HOG0014589,OG0013425,mutS protein homolog 4,MSH4 
N0.HOG0014590,OG0013426,ST6 N-acetylgalactosaminide alpha-2 6-sialyltransferase 3,ST6GALNAC3
N0.HOG0014590,OG0013426,,ST6GALNAC3
N0.HOG0014591,OG0013427,DnaJ heat shock protein family (Hsp40) member B8,DNAJB8 
N0.HOG0014591,OG0013427,dnaJ homolog subfamily B member 8-like,DNAJB8 
N0.HOG0014592,OG0013428,RuvB like AAA ATPase 1,RUVBL1
N0.HOG0014592,OG0013428,,RUVBL1
N0.HOG0014593,OG0013429,protein prenyltransferase alpha subunit repeat containing 1,PTAR1
N0.HOG0014593,OG0013429,,PTAR1
N0.HOG0014594,OG0013430,amyloid beta precursor protein binding family A member 1,APBA1 
N0.HOG0014594,OG0013430,,APBA1 
N0.HOG0014594,OG0013430,amyloid-beta A4 precursor protein-binding family A member 1,APBA1 
N0.HOG0014595,OG0013431,family with sequence similarity 189 member A2,FAM189A2
N0.HOG0014596,OG0013432,tight junction protein 2,TJP2
N0.HOG0014596,OG0013432,,TJP2
N0.HOG0014597,OG0013433,frataxin,FXN
N0.HOG0014598,OG0013434,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,PIP5K1B 
N0.HOG0014598,OG0013434,,PIP5K1B 
N0.HOG0014598,OG0013434,phosphatidylinositol 4-phosphate 5-kinase type-1 beta,PIP5K1B 
N0.HOG0014599,OG0013435,transmembrane protein 260,TMEM260
N0.HOG0014600,OG0013436,orthodenticle homeobox 2,OTX2
N0.HOG0014600,OG0013436,,OTX2
N0.HOG0014601,OG0013437,ankyrin repeat and SOCS box containing 3,ASB3
N0.HOG0014601,OG0013437,,ASB3
N0.HOG0014602,OG0013438,ChaC glutathione specific gamma-glutamylcyclotransferase 2,CHAC2
N0.HOG0014602,OG0013438,,CHAC2
N0.HOG0014602,OG0013438,ChaC cation transport regulator homolog 2,CHAC2
N0.HOG0014603,OG0013439,endoplasmic reticulum lectin 1,ERLEC1
N0.HOG0014603,OG0013439,,ERLEC1
N0.HOG0014604,OG0013440,toll-like receptor 2,
N0.HOG0014604,OG0013440,toll-like receptor 13,
N0.HOG0014604,OG0013440,toll-like receptor 2 type-2,
N0.HOG0014604,OG0013440,toll-like receptor 1,
