# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
216931at32523	Complete	chr6	35473149	35624380	+	509.8	279	https://www.orthodb.org/v10?query=216931at32523	Solute carrier family 10 member 7
216972at32523	Complete	chr12	2739989	2747247	-	277.1	308	https://www.orthodb.org/v10?query=216972at32523	transcobalamin-2
217012at32523	Complete	chr6	8734981	8739305	-	399.5	218	https://www.orthodb.org/v10?query=217012at32523	polycomb group RING finger protein 1
217078at32523	Complete	chr8	13819287	13820153	+	399.0	248	https://www.orthodb.org/v10?query=217078at32523	Sprouty RTK signaling antagonist 3
217219at32523	Complete	chr12	2891521	2977663	+	693.4	517	https://www.orthodb.org/v10?query=217219at32523	RNA-binding protein EWS isoform X1
217248at32523	Complete	chr1	368901095	368906673	+	516.5	350	https://www.orthodb.org/v10?query=217248at32523	protein SDE2 homolog
217250at32523	Complete	chr2	256909824	256944817	+	570.9	396	https://www.orthodb.org/v10?query=217250at32523	major facilitator superfamily domain-containing protein 7
217254at32523	Complete	chr1	184065667	184114260	-	607.8	626	https://www.orthodb.org/v10?query=217254at32523	cordon-bleu protein-like 1
217270at32523	Complete	chrZ	140398509	140399282	+	462.3	230	https://www.orthodb.org/v10?query=217270at32523	leucine-rich repeat-containing protein 3B
217279at32523	Complete	chr1	181890599	181905418	-	219.2	161	https://www.orthodb.org/v10?query=217279at32523	glucagon
217513at32523	Complete	chr12	11387768	11421117	+	368.0	278	https://www.orthodb.org/v10?query=217513at32523	glycosyltransferase 1 domain-containing protein 1
217526at32523	Complete	chr1	89861035	89875997	+	442.6	285	https://www.orthodb.org/v10?query=217526at32523	peroxisomal biogenesis factor 16
217531at32523	Complete	chrZ	169941342	169944597	-	350.7	243	https://www.orthodb.org/v10?query=217531at32523	IBA57, iron-sulfur cluster assembly
217534at32523	Complete	chr4	147673534	147676353	-	161.2	252	https://www.orthodb.org/v10?query=217534at32523	MANSC domain-containing protein 4
217535at32523	Complete	chr3	19336705	19423855	+	595.6	285	https://www.orthodb.org/v10?query=217535at32523	eukaryotic translation initiation factor 3 subunit H
217565at32523	Complete	chr5	142357902	142383487	+	384.1	321	https://www.orthodb.org/v10?query=217565at32523	RELT, TNF receptor
217579at32523	Complete	chr4	149305126	149305884	-	385.6	214	https://www.orthodb.org/v10?query=217579at32523	neurotrophin-3
217655at32523	Complete	chr4	116870643	116895958	+	412.5	238	https://www.orthodb.org/v10?query=217655at32523	myozenin-1
217851at32523	Complete	chrZ	73306023	73320533	+	339.0	186	https://www.orthodb.org/v10?query=217851at32523	ribose-5-phosphate isomerase
217877at32523	Duplicated	chr2	358280723	358284511	+	413.8	236	https://www.orthodb.org/v10?query=217877at32523	cell cycle checkpoint protein RAD1
217877at32523	Duplicated	chr2	358334524	358338313	+	449.7	236	https://www.orthodb.org/v10?query=217877at32523	cell cycle checkpoint protein RAD1
218049at32523	Complete	chr3	85281994	85308751	+	473.8	307	https://www.orthodb.org/v10?query=218049at32523	Ribonuclease P/MRP subunit p40
218058at32523	Complete	chr2	300876812	300995653	+	533.1	318	https://www.orthodb.org/v10?query=218058at32523	leucine-rich repeat-containing protein 2
218074at32523	Complete	chr5	37709995	37726114	+	265.4	307	https://www.orthodb.org/v10?query=218074at32523	lysosome-associated membrane glycoprotein 1
218075at32523	Complete	chr4	173529713	173545628	+	587.0	330	https://www.orthodb.org/v10?query=218075at32523	ELK3, ETS transcription factor
218099at32523	Complete	chr3	214421893	214438594	+	396.7	376	https://www.orthodb.org/v10?query=218099at32523	TRAF3-interacting JNK-activating modulator isoform X1
218121at32523	Complete	chr1	314734188	314782966	+	629.0	311	https://www.orthodb.org/v10?query=218121at32523	probable E3 ubiquitin-protein ligase RNF217
218169at32523	Complete	chr7	10064677	10080959	-	515.2	317	https://www.orthodb.org/v10?query=218169at32523	StAR related lipid transfer domain containing 7
218191at32523	Complete	chr9	19635696	19650152	+	513.9	262	https://www.orthodb.org/v10?query=218191at32523	palmitoyl-protein thioesterase 1
218233at32523	Complete	chr2	108706447	108781187	+	429.4	247	https://www.orthodb.org/v10?query=218233at32523	Vestigial like family member 4
218427at32523	Complete	chr6	61759508	61769171	+	479.4	274	https://www.orthodb.org/v10?query=218427at32523	Histone PARylation factor 1
218448at32523	Complete	chr3	132673966	132707818	-	420.4	290	https://www.orthodb.org/v10?query=218448at32523	podocin
218576at32523	Complete	chr1	224447876	224459438	+	214.2	210	https://www.orthodb.org/v10?query=218576at32523	uncharacterized protein C21orf58 homolog
218597at32523	Complete	chr1	329272997	329292073	-	362.5	232	https://www.orthodb.org/v10?query=218597at32523	low-density lipoprotein receptor-related protein 11
218632at32523	Complete	chr15	15260434	15267473	-	492.4	238	https://www.orthodb.org/v10?query=218632at32523	short-chain dehydrogenase/reductase 3
218677at32523	Complete	chr9	28177845	28187841	-	472.2	292	https://www.orthodb.org/v10?query=218677at32523	BSD domain-containing protein 1
218681at32523	Complete	chr1	63359686	63498402	-	516.1	334	https://www.orthodb.org/v10?query=218681at32523	Mirror-image polydactyly 1
218685at32523	Complete	chr3	207815012	207820125	-	381.0	319	https://www.orthodb.org/v10?query=218685at32523	protein phosphatase 1 regulatory subunit 15B
218879at32523	Complete	chr2	173461997	173486994	+	467.9	276	https://www.orthodb.org/v10?query=218879at32523	dehydrogenase/reductase SDR family member 7C
218908at32523	Complete	chr4	212118944	212142889	-	490.5	277	https://www.orthodb.org/v10?query=218908at32523	Solute carrier family 35 member B4
218925at32523	Complete	chr13	1063359	1074631	-	428.1	230	https://www.orthodb.org/v10?query=218925at32523	N-acetylglucosamine-1-phosphotransferase subunit gamma
218927at32523	Fragmented	chr2	121167942	121186139	-	325.6	157	https://www.orthodb.org/v10?query=218927at32523	Beta-1,4-galactosyltransferase 7
218973at32523	Complete	chr5	71364899	71379442	+	600.1	310	https://www.orthodb.org/v10?query=218973at32523	renin receptor
219003at32523	Complete	chr3	25009643	25019649	+	481.9	311	https://www.orthodb.org/v10?query=219003at32523	actin-binding Rho-activating protein
219104at32523	Duplicated	chr2	120640673	120661319	-	278.6	149	https://www.orthodb.org/v10?query=219104at32523	Receptor expression-enhancing protein
219104at32523	Duplicated	chr4	101081805	101109202	-	279.8	149	https://www.orthodb.org/v10?query=219104at32523	Receptor expression-enhancing protein
219104at32523	Duplicated	chr7	8443981	8447129	+	325.2	169	https://www.orthodb.org/v10?query=219104at32523	Receptor expression-enhancing protein
219190at32523	Complete	chr1	12363632	12373843	+	460.9	254	https://www.orthodb.org/v10?query=219190at32523	Solute carrier family 25 member 42
219201at32523	Complete	chr1	394380354	394394787	+	400.7	268	https://www.orthodb.org/v10?query=219201at32523	cilia- and flagella-associated protein 36
219229at32523	Missing
219434at32523	Complete	chr4	130638438	130729373	-	521.4	259	https://www.orthodb.org/v10?query=219434at32523	Tetraspanin
219516at32523	Complete	chr2	99606990	99618043	-	422.9	278	https://www.orthodb.org/v10?query=219516at32523	embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein
219563at32523	Complete	chr1	424882273	424909379	-	526.6	303	https://www.orthodb.org/v10?query=219563at32523	CUE domain-containing protein 1
219577at32523	Complete	chr1	34009940	34011088	-	543.7	333	https://www.orthodb.org/v10?query=219577at32523	WD repeat domain 89
219623at32523	Missing
219664at32523	Complete	chr5	4239002	4305676	-	351.1	205	https://www.orthodb.org/v10?query=219664at32523	General transcription factor IIF subunit 2
219728at32523	Complete	chr11	28080874	28082613	-	523.5	269	https://www.orthodb.org/v10?query=219728at32523	26S proteasome non-ATPase regulatory subunit 7
219803at32523	Complete	chr4	71274951	71283047	+	372.5	273	https://www.orthodb.org/v10?query=219803at32523	L-seryl-tRNA(Sec) kinase
219837at32523	Complete	chr15	16009154	16013811	+	686.6	496	https://www.orthodb.org/v10?query=219837at32523	leucine-rich repeat-containing protein 47
220135at32523	Complete	chr11	24844115	24846076	-	585.1	326	https://www.orthodb.org/v10?query=220135at32523	short-chain dehydrogenase/reductase family 42E member 1
220321at32523	Complete	chrZ	133528597	133551319	-	357.6	231	https://www.orthodb.org/v10?query=220321at32523	deleted in azoospermia-like
220371at32523	Complete	chr4	36562718	36571928	-	423.3	272	https://www.orthodb.org/v10?query=220371at32523	Mitochondrial ribosomal protein L44
220440at32523	Complete	chr1	371890180	371903255	+	455.1	301	https://www.orthodb.org/v10?query=220440at32523	zinc transporter 10
220541at32523	Complete	chr1	192064271	192171972	+	453.0	237	https://www.orthodb.org/v10?query=220541at32523	metaxin-2
220683at32523	Complete	chr4	85436216	85437160	+	460.8	269	https://www.orthodb.org/v10?query=220683at32523	protein phosphatase 1 regulatory subunit 3C
220690at32523	Missing
220766at32523	Complete	chr3	75187811	75199889	+	424.1	234	https://www.orthodb.org/v10?query=220766at32523	tyrosyl-DNA phosphodiesterase 2
220833at32523	Complete	chr1	354955105	354957625	+	330.0	206	https://www.orthodb.org/v10?query=220833at32523	N-acylneuraminate-9-phosphatase
220866at32523	Complete	chr5	88184130	88198965	-	410.7	208	https://www.orthodb.org/v10?query=220866at32523	Chondrolectin
220909at32523	Complete	chrZ	162655363	162657054	+	372.5	213	https://www.orthodb.org/v10?query=220909at32523	X-ray repair cross complementing 2
221014at32523	Complete	chr4	73097341	73136189	+	473.4	330	https://www.orthodb.org/v10?query=221014at32523	BRISC complex subunit Abro1
221129at32523	Complete	chr15	10601375	10605569	-	471.3	224	https://www.orthodb.org/v10?query=221129at32523	succinate dehydrogenase 
221152at32523	Complete	chr5	108528788	108549776	-	426.0	234	https://www.orthodb.org/v10?query=221152at32523	omega-amidase NIT2
221262at32523	Complete	chr3	62947450	62979257	+	485.7	252	https://www.orthodb.org/v10?query=221262at32523	inositol monophosphatase 2
221282at32523	Complete	chr4	52611127	52623432	-	496.1	265	https://www.orthodb.org/v10?query=221282at32523	Presenilin associated rhomboid like
221304at32523	Complete	chr1	412495713	412521320	-	483.0	305	https://www.orthodb.org/v10?query=221304at32523	E3 ubiquitin-protein ligase rififylin isoform X1
221322at32523	Complete	chr3	184138843	184175852	-	377.1	327	https://www.orthodb.org/v10?query=221322at32523	lymphocyte expansion molecule
221334at32523	Complete	chr3	252993543	253007085	+	579.2	316	https://www.orthodb.org/v10?query=221334at32523	mitochondrial ribosome-associated GTPase 2
221349at32523	Complete	chr4	196660938	196676142	+	616.0	390	https://www.orthodb.org/v10?query=221349at32523	coiled-coil domain-containing protein 77
221414at32523	Complete	chr2	242515957	242536923	-	403.3	239	https://www.orthodb.org/v10?query=221414at32523	exosome complex component RRP43
221447at32523	Complete	chr9	15952385	15976732	+	610.9	465	https://www.orthodb.org/v10?query=221447at32523	wiskott-Aldrich syndrome protein family member 2
221526at32523	Complete	chr14	4438641	4439657	-	423.4	264	https://www.orthodb.org/v10?query=221526at32523	alpha-(1,3)-fucosyltransferase 7
221552at32523	Complete	chr3	13017787	13021090	-	535.4	339	https://www.orthodb.org/v10?query=221552at32523	myc proto-oncogene protein
221567at32523	Complete	chr3	242972513	243023836	-	392.3	446	https://www.orthodb.org/v10?query=221567at32523	breast carcinoma-amplified sequence 1
221579at32523	Missing
221686at32523	Complete	chr1	408864338	408873288	+	414.4	223	https://www.orthodb.org/v10?query=221686at32523	probable 18S rRNA (guanine-N(7))-methyltransferase
221733at32523	Complete	chr2	173558914	173597807	+	482.2	241	https://www.orthodb.org/v10?query=221733at32523	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
221884at32523	Complete	chr2	335200294	335258474	-	574.3	359	https://www.orthodb.org/v10?query=221884at32523	Mitochondrial ribosomal protein S27
221969at32523	Complete	chrZ	121948592	121953998	+	431.3	228	https://www.orthodb.org/v10?query=221969at32523	transmembrane protein 106B
221998at32523	Complete	chr1	429773088	429793601	-	444.1	266	https://www.orthodb.org/v10?query=221998at32523	glyoxalase domain-containing protein 4
222002at32523	Complete	chrZ	41570774	41626034	+	427.6	238	https://www.orthodb.org/v10?query=222002at32523	Solute carrier family 35 member B1
222011at32523	Duplicated	chr2	345332618	345397545	-	370.5	238	https://www.orthodb.org/v10?query=222011at32523	regulator of microtubule dynamics protein 1
222011at32523	Duplicated	chr3	34230077	34296905	+	370.5	238	https://www.orthodb.org/v10?query=222011at32523	regulator of microtubule dynamics protein 1
222015at32523	Complete	chr7	40060764	40064409	-	641.1	480	https://www.orthodb.org/v10?query=222015at32523	ferredoxin-fold anticodon-binding domain-containing protein 1
222120at32523	Complete	chr2	243533909	243568057	-	638.7	593	https://www.orthodb.org/v10?query=222120at32523	probable G-protein coupled receptor 156
222401at32523	Complete	chr2	380533309	380539094	-	531.7	268	https://www.orthodb.org/v10?query=222401at32523	Stomatin like 2
222405at32523	Complete	chr7	27470000	27482843	+	451.9	272	https://www.orthodb.org/v10?query=222405at32523	ELMO domain-containing protein 3
222417at32523	Complete	chr4	84915457	84932598	+	418.2	250	https://www.orthodb.org/v10?query=222417at32523	solute carrier family 35 member G1
222485at32523	Complete	chr1	428814984	428879137	-	367.6	270	https://www.orthodb.org/v10?query=222485at32523	glycerophosphodiester phosphodiesterase domain-containing protein 1
222522at32523	Complete	chr1	62632213	62642764	-	341.2	194	https://www.orthodb.org/v10?query=222522at32523	Gem-associated protein 2
222603at32523	Complete	chr3	245218510	245282011	+	436.5	233	https://www.orthodb.org/v10?query=222603at32523	Replication termination factor 2
222657at32523	Complete	chr6	28037159	28052597	+	465.6	250	https://www.orthodb.org/v10?query=222657at32523	aminoacyl tRNA synthase complex-interacting multifunctional protein 1
222662at32523	Complete	chr5	53666175	53693225	-	434.1	310	https://www.orthodb.org/v10?query=222662at32523	G-protein coupled receptor 143
222686at32523	Complete	chr7	40159047	40162229	-	302.5	236	https://www.orthodb.org/v10?query=222686at32523	PIH1 domain-containing protein 2
222693at32523	Complete	chrZ	60268603	60275992	-	345.0	248	https://www.orthodb.org/v10?query=222693at32523	cyclin N-terminal domain-containing protein 1
222719at32523	Complete	chr2	196713277	196718227	-	690.3	381	https://www.orthodb.org/v10?query=222719at32523	Zinc finger CCCH-type containing 10
222815at32523	Complete	chr2	74203758	74347820	+	344.3	223	https://www.orthodb.org/v10?query=222815at32523	Solute carrier family 25 member 26
222816at32523	Complete	chr1	81126174	81130394	-	425.9	224	https://www.orthodb.org/v10?query=222816at32523	leucine-rich repeat-containing protein 57
222832at32523	Complete	chr2	183460610	183467420	+	312.2	225	https://www.orthodb.org/v10?query=222832at32523	Kynurenine formamidase
222848at32523	Complete	chr9	16710299	16714047	+	492.4	264	https://www.orthodb.org/v10?query=222848at32523	GPN-loop GTPase 2
222981at32523	Complete	chrZ	146617954	146626768	+	440.7	224	https://www.orthodb.org/v10?query=222981at32523	BMP and activin membrane-bound inhibitor homolog
223074at32523	Complete	chr5	110146416	110153826	+	334.8	234	https://www.orthodb.org/v10?query=223074at32523	GTP-binding protein 8
223192at32523	Complete	chr7	29410074	29466934	+	415.9	231	https://www.orthodb.org/v10?query=223192at32523	m7GpppX diphosphatase
223371at32523	Complete	chr1	343742102	343760815	+	459.3	252	https://www.orthodb.org/v10?query=223371at32523	translin-associated protein X
223450at32523	Complete	chr4	67941349	67982965	-	544.6	256	https://www.orthodb.org/v10?query=223450at32523	CDK2 associated cullin domain 1
223786at32523	Complete	chr11	28369210	28371435	+	558.6	317	https://www.orthodb.org/v10?query=223786at32523	Zinc finger protein 821
223794at32523	Complete	chr2	254215643	254238289	-	563.5	345	https://www.orthodb.org/v10?query=223794at32523	RNA polymerase I subunit E 
223800at32523	Missing
223827at32523	Complete	chrZ	106793441	106794190	-	405.2	222	https://www.orthodb.org/v10?query=223827at32523	claudin-12
223932at32523	Complete	chrZ	66944366	66971636	+	385.0	245	https://www.orthodb.org/v10?query=223932at32523	leucine zipper transcription factor-like protein 1
223988at32523	Complete	chr3	116779268	116799183	-	706.0	320	https://www.orthodb.org/v10?query=223988at32523	transcriptional adapter 2-beta
224043at32523	Complete	chr3	207970537	207994342	+	584.4	376	https://www.orthodb.org/v10?query=224043at32523	Protein Mdm4
224090at32523	Complete	chr4	32982525	32994150	+	414.9	211	https://www.orthodb.org/v10?query=224090at32523	phospholipid scramblase family member 5
224094at32523	Fragmented	chr4	24675471	24729001	+	444.8	206	https://www.orthodb.org/v10?query=224094at32523	protein phosphatase 1L
224102at32523	Complete	chr12	1295548	1311450	+	498.3	224	https://www.orthodb.org/v10?query=224102at32523	protein phosphatase PTC7 homolog
224157at32523	Complete	chr4	45423914	45427082	+	437.7	200	https://www.orthodb.org/v10?query=224157at32523	F-box/SPRY domain-containing protein 1
224178at32523	Complete	chr9	20802186	20812427	-	437.7	248	https://www.orthodb.org/v10?query=224178at32523	poly(ADP-ribose) glycohydrolase ARH3
224304at32523	Complete	chr4	130940507	130945400	+	573.4	303	https://www.orthodb.org/v10?query=224304at32523	Protein Wnt
224356at32523	Complete	chr2	256755291	256769296	-	421.6	189	https://www.orthodb.org/v10?query=224356at32523	polycomb group RING finger protein 3
224357at32523	Complete	chr3	24181841	24334550	+	420.9	219	https://www.orthodb.org/v10?query=224357at32523	R-spondin-2
224410at32523	Complete	chr3	221561292	221589218	-	314.2	223	https://www.orthodb.org/v10?query=224410at32523	DNA damage-regulated autophagy modulator protein 2
224463at32523	Complete	chr4	102939418	102958432	-	464.5	262	https://www.orthodb.org/v10?query=224463at32523	F-box/LRR-repeat protein 15
224703at32523	Complete	chr2	209089136	209091117	+	391.9	220	https://www.orthodb.org/v10?query=224703at32523	pre-miRNA 5'-monophosphate methyltransferase
224735at32523	Complete	chr5	83015524	83017666	+	422.8	249	https://www.orthodb.org/v10?query=224735at32523	RWD domain-containing protein 2B
224759at32523	Complete	chr1	310180816	310191013	+	402.2	223	https://www.orthodb.org/v10?query=224759at32523	NUS1 dehydrodolichyl diphosphate synthase subunit
224806at32523	Complete	chr1	59306120	59318035	+	399.8	206	https://www.orthodb.org/v10?query=224806at32523	protein TMED8
224883at32523	Complete	chr4	132426814	132433456	+	681.0	497	https://www.orthodb.org/v10?query=224883at32523	leiomodin-2
224984at32523	Complete	chr1	241172641	241184282	-	363.5	209	https://www.orthodb.org/v10?query=224984at32523	Lysosomal associated membrane protein family member 5
225069at32523	Complete	chr6	92891191	92940992	+	389.2	253	https://www.orthodb.org/v10?query=225069at32523	syntaxin-18
225154at32523	Complete	chr14	1964291	1970204	+	469.0	294	https://www.orthodb.org/v10?query=225154at32523	rab9 effector protein with kelch motifs
225258at32523	Complete	chr1	379910517	379975781	-	379.1	216	https://www.orthodb.org/v10?query=225258at32523	3-hydroxyanthranilate 3,4-dioxygenase
225286at32523	Complete	chr2	312573616	312706224	+	379.5	205	https://www.orthodb.org/v10?query=225286at32523	DTW domain-containing protein 2
225367at32523	Complete	chr3	199553453	199583777	-	397.8	287	https://www.orthodb.org/v10?query=225367at32523	Chromosome 6 open reading frame 89
225441at32523	Complete	chr6	77051904	77091175	-	858.4	484	https://www.orthodb.org/v10?query=225441at32523	pre-mRNA 3'-end-processing factor FIP1 isoform X1
225535at32523	Missing
225571at32523	Complete	chr13	15324395	15339207	+	405.6	271	https://www.orthodb.org/v10?query=225571at32523	dehydrogenase/reductase SDR family member 7B isoform X1
225651at32523	Complete	chr1	78206707	78222374	+	462.3	335	https://www.orthodb.org/v10?query=225651at32523	Zinc finger FYVE-type containing 19
225670at32523	Complete	chr1	26821755	26843456	+	461.0	303	https://www.orthodb.org/v10?query=225670at32523	abhydrolase domain-containing protein 12B
225811at32523	Complete	chr3	47747241	47752939	-	461.1	249	https://www.orthodb.org/v10?query=225811at32523	Mitochondrial ribosomal protein L15
225819at32523	Missing
225823at32523	Complete	chr5	84320384	84337417	-	328.6	212	https://www.orthodb.org/v10?query=225823at32523	Junctional adhesion molecule 2
225861at32523	Complete	chr6	53813657	53819697	-	409.6	265	https://www.orthodb.org/v10?query=225861at32523	Chromosome 4 open reading frame 47
225915at32523	Complete	chr2	187673416	187677382	-	459.0	263	https://www.orthodb.org/v10?query=225915at32523	probable G-protein coupled receptor 142
225939at32523	Complete	chr1	377805535	377815748	-	427.3	301	https://www.orthodb.org/v10?query=225939at32523	SERTA domain-containing protein 4
225946at32523	Complete	chr15	15512481	15516749	-	391.1	277	https://www.orthodb.org/v10?query=225946at32523	Zinc finger MYND-type containing 12
225958at32523	Complete	chr1	87430973	87432091	+	517.6	263	https://www.orthodb.org/v10?query=225958at32523	complement C1q tumor necrosis factor-related protein 4
225964at32523	Complete	chr3	29711515	29726666	+	523.7	309	https://www.orthodb.org/v10?query=225964at32523	transcription termination factor 3, mitochondrial
225976at32523	Complete	chr3	252921469	252942642	+	575.0	358	https://www.orthodb.org/v10?query=225976at32523	LSM family member 14B
225985at32523	Complete	chr5	110442199	110456178	+	608.1	428	https://www.orthodb.org/v10?query=225985at32523	immunoglobulin-like domain-containing receptor 1
225986at32523	Complete	chrZ	127540892	127561124	+	1125.6	620	https://www.orthodb.org/v10?query=225986at32523	transcription factor Sp4
226027at32523	Complete	chr1	298769634	298819976	-	472.7	233	https://www.orthodb.org/v10?query=226027at32523	cyclin-C
226133at32523	Complete	chr1	400845169	400848591	-	408.7	263	https://www.orthodb.org/v10?query=226133at32523	Nei like DNA glycosylase 2
226162at32523	Complete	chr1	78920047	78931682	+	334.4	428	https://www.orthodb.org/v10?query=226162at32523	nucleolar and spindle-associated protein 1
226232at32523	Complete	chr1	331115829	331123028	-	531.3	297	https://www.orthodb.org/v10?query=226232at32523	peptide chain release factor 1-like, mitochondrial isoform X1
226339at32523	Complete	chr1	32357044	32496519	+	430.3	244	https://www.orthodb.org/v10?query=226339at32523	CDK-activating kinase assembly factor MAT1
226440at32523	Complete	chr10	24787958	24846242	+	345.9	218	https://www.orthodb.org/v10?query=226440at32523	protein FAM169B
226474at32523	Complete	chr11	25543155	25548083	+	239.8	132	https://www.orthodb.org/v10?query=226474at32523	WAP four-disulfide core domain protein 1
226640at32523	Complete	chr3	154337210	154370905	+	403.7	241	https://www.orthodb.org/v10?query=226640at32523	Diphthamide biosynthesis 5
226663at32523	Complete	chr3	54571163	54577084	+	512.0	275	https://www.orthodb.org/v10?query=226663at32523	Aquaporin 4
226745at32523	Missing
226775at32523	Complete	chr7	29590117	29618970	+	424.1	271	https://www.orthodb.org/v10?query=226775at32523	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
226787at32523	Complete	chr5	136140274	136173262	-	335.2	276	https://www.orthodb.org/v10?query=226787at32523	coiled-coil domain-containing protein 83
226855at32523	Complete	chr4	110667116	110678161	+	287.4	198	https://www.orthodb.org/v10?query=226855at32523	catechol O-methyltransferase domain-containing protein 1
226996at32523	Complete	chr1	75199757	75205830	+	408.0	249	https://www.orthodb.org/v10?query=226996at32523	protein FAM98B
227015at32523	Complete	chr7	14431908	14439991	+	300.4	350	https://www.orthodb.org/v10?query=227015at32523	BCL2 associated athanogene 4
227135at32523	Complete	chr3	36038503	36044788	+	353.6	212	https://www.orthodb.org/v10?query=227135at32523	Zinc finger AN1-type containing 1
227147at32523	Complete	chr13	2005371	2019190	+	384.4	189	https://www.orthodb.org/v10?query=227147at32523	ubiquitin domain-containing protein UBFD1
227172at32523	Complete	chr2	328759654	328767089	+	376.7	219	https://www.orthodb.org/v10?query=227172at32523	metallo-beta-lactamase domain-containing protein 2
227195at32523	Complete	chr2	251792124	251838930	-	476.9	250	https://www.orthodb.org/v10?query=227195at32523	transcription initiation factor IIE subunit beta
227199at32523	Complete	chr4	50015208	50028556	+	606.2	331	https://www.orthodb.org/v10?query=227199at32523	integrin-linked kinase-associated serine/threonine phosphatase 2C
227234at32523	Complete	chr1	305990587	306010000	+	342.5	246	https://www.orthodb.org/v10?query=227234at32523	ribosome production factor 2 homolog
227235at32523	Complete	chr1	147807711	147810321	-	405.1	241	https://www.orthodb.org/v10?query=227235at32523	transmembrane protein 169
227243at32523	Complete	chr2	247991694	248004005	+	354.4	209	https://www.orthodb.org/v10?query=227243at32523	myeloid leukemia factor 2
227270at32523	Complete	chr12	14548588	14554263	-	425.9	242	https://www.orthodb.org/v10?query=227270at32523	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial
227299at32523	Complete	chrZ	72324583	72326776	-	521.9	279	https://www.orthodb.org/v10?query=227299at32523	protein O-mannose kinase
227301at32523	Complete	chr4	7962392	7971405	+	211.5	204	https://www.orthodb.org/v10?query=227301at32523	alpha-2-HS-glycoprotein
227370at32523	Complete	chr4	85811740	85830846	-	313.0	201	https://www.orthodb.org/v10?query=227370at32523	ribonuclease P protein subunit p30
227404at32523	Complete	chr1	121217085	121226514	-	448.9	223	https://www.orthodb.org/v10?query=227404at32523	Proteasome subunit alpha type
227410at32523	Complete	chr2	208189349	208199549	+	421.1	404	https://www.orthodb.org/v10?query=227410at32523	Solute carrier family 39 member 5
227433at32523	Complete	chr2	182839690	182950074	-	637.7	409	https://www.orthodb.org/v10?query=227433at32523	tether containing UBX domain for GLUT4
227445at32523	Complete	chr1	92838048	92857971	-	363.1	236	https://www.orthodb.org/v10?query=227445at32523	alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
227540at32523	Complete	chr11	28451271	28455329	+	319.6	221	https://www.orthodb.org/v10?query=227540at32523	transmembrane protein 231
227581at32523	Complete	chr1	42841199	42849447	+	373.4	230	https://www.orthodb.org/v10?query=227581at32523	Solute carrier family 25 member 29
227938at32523	Complete	chr2	335563907	335568109	+	334.9	213	https://www.orthodb.org/v10?query=227938at32523	Transmembrane protein 171
227993at32523	Complete	chr3	124404041	124404943	+	522.1	266	https://www.orthodb.org/v10?query=227993at32523	phosphatidylinositol N-acetylglucosaminyltransferase subunit C
228036at32523	Complete	chr6	8982171	8996207	-	560.3	279	https://www.orthodb.org/v10?query=228036at32523	succinyl-CoA ligase 
228068at32523	Complete	chr3	249551427	249558013	+	339.4	331	https://www.orthodb.org/v10?query=228068at32523	protein FAM217B
228070at32523	Complete	chr11	19696851	19701175	+	375.0	280	https://www.orthodb.org/v10?query=228070at32523	nucleoside diphosphate-linked moiety X motif 19
228078at32523	Complete	chr5	58424106	58504156	-	370.3	179	https://www.orthodb.org/v10?query=228078at32523	retinoschisin
228136at32523	Complete	chr5	110484015	110493064	+	331.5	224	https://www.orthodb.org/v10?query=228136at32523	claudin domain-containing protein 1
228142at32523	Complete	chr3	15772788	15793274	+	367.0	215	https://www.orthodb.org/v10?query=228142at32523	derlin-1
228237at32523	Complete	chr7	38763250	38786294	-	428.5	224	https://www.orthodb.org/v10?query=228237at32523	out at first protein homolog
228300at32523	Complete	chr1	365214006	365232661	+	400.4	219	https://www.orthodb.org/v10?query=228300at32523	Speedy/RINGO cell cycle regulator family member A
228377at32523	Missing
228500at32523	Complete	chr6	13959834	13976281	+	387.0	208	https://www.orthodb.org/v10?query=228500at32523	Enolase-phosphatase E1
228524at32523	Complete	chr13	15166336	15178361	+	528.0	239	https://www.orthodb.org/v10?query=228524at32523	Golgi to ER traffic protein 4
228553at32523	Complete	chr3	193381694	193642931	+	477.1	220	https://www.orthodb.org/v10?query=228553at32523	ERI1 exoribonuclease 3 isoform X1
228563at32523	Complete	chr1	207966309	208013566	-	441.0	218	https://www.orthodb.org/v10?query=228563at32523	Boule homolog, RNA binding protein
228616at32523	Complete	chr10	22763387	22790787	+	364.8	232	https://www.orthodb.org/v10?query=228616at32523	Alpha and gamma adaptin binding protein
228678at32523	Complete	chr3	185888459	185890386	+	324.2	199	https://www.orthodb.org/v10?query=228678at32523	cytochrome c oxidase assembly factor 7
228707at32523	Complete	chr13	19400904	19402496	+	284.6	207	https://www.orthodb.org/v10?query=228707at32523	Mitochondrial ribosomal protein L28
