Orthogroup,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Signal
OG0012054,NA,0,0,0.5,0.5,0,0,Selection associated with trait
OG0012055,SSU72,0.5,0.5,0.5,0.5,0.9997881568604294,1,No significant signals
OG0012056,MXRA8,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,0.01179623815656072,0.04501086640514835,Selection associated with trait. No difference between FG-BG dist
OG0012057,NA,5.85375426870316e-6,1.7420354003217723e-5,0.2009841716094286,0.32734496058080126,0.04890581309800457,0.15675218761115983,Selection associated with trait. No difference between FG-BG dist
OG0012058,ACAP3,0,0,0,0,0.00263503170694645,0.01202085629515795,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012059,NA,0.5,0.5,0.182421060091695,0.30081399657651076,0.9999994570355664,1,No significant signals
OG0012060,SCNN1D,9.95323951624716e-6,2.9238063399050543e-5,1.2083217759695228e-10,6.165575854504867e-10,0.9876035631097764,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012061,UBE2J2,1.032507412901396e-14,4.8773576153104153e-14,0.5,0.5,0.00168700628474738,0.0079647312537937,Selection associated with trait
OG0012062,C1QTNF12,0.5,0.5,1.031129329698288e-7,4.001521622963671e-7,0.634507774447718,1,No evidence of episodic diversifying selection on test branches
OG0012063,B3GALT6,0.2837869504136669,0.5,0.02159943656621516,0.04364266262993836,0.9804042535511792,1,No significant signals
OG0012064,MMP23B,0.03369268955521237,0.08271674763427173,0.1451229099894312,0.24577175402124024,0.740528635537075,1,No significant signals
OG0012066,CALML6,0.5,0.5,0.5,0.5,0.9999766362171174,1,No significant signals
OG0012067,CFAP74,0,0,3.736926639380522e-5,1.0943946916141808e-4,0.00104925148468071,0.00520058553747244,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012068,GABRD,4.6397861108715694e-8,1.536651703156623e-7,2.345562898775633e-4,6.284365735605055e-4,0.9695038999509774,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012069,PRKCZ,7.788323853219481e-5,2.182647494357558e-4,0.5,0.5,1,1,Selection associated with trait. No difference between FG-BG dist
OG0012070,PEX10,8.104628079763643e-15,3.849475927676979e-14,0.5,0.5,3.430541033022649e-6,2.641272428805872e-5,Selection associated with trait
OG0012078,CUNH1ORF50,0.5,0.5,0.3501649394426021,0.5,0.9778074776372996,1,No significant signals
OG0012081,NA,0,0,0.09883170625458226,0.17426438181074874,8.894171843465415e-9,9.621270391668715e-8,Selection associated with trait
OG0012083,ZBTB48,0.5,0.5,0.2026193145184421,0.3292278535190758,0.7177884225382716,1,No significant signals
OG0012084,NOL9,0,0,0.01604554828724902,0.03320377208939575,2.109423746787797e-14,4.367213661411865e-13,Selection associated with trait
OG0012085,ESPN,0,0,0,0,0.02164616210765224,0.07652201261422488,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012086,RNF207,0.5,0.5,0.3200952825167995,0.4871798408196241,0.9848473226967276,1,No significant signals
OG0012087,ICMT,0,0,5.612516007502677e-11,2.952626962244873e-10,0.03435500320128881,0.114746506253938,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012088,ACOT7,0,0,1.3644640972643171e-13,9.210664818818564e-13,0.1064490582571448,0.30342890321387717,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012091,DFFB,0.5,0.5,2.627983877623308e-6,8.753877011913821e-6,0.9383497969029572,1,No evidence of episodic diversifying selection on test branches
OG0012092,CEP104,0.5,0.5,0.1121833240116584,0.194598144199102,0.7485148993265635,1,No significant signals
OG0012093,LRRC47,0.5,0.5,0.3885455740150114,0.5,1,1,No significant signals
OG0012094,ZNF362,0.5,0.5,1.524369164229711e-8,6.466613111394078e-8,0.9676674014146708,1,No evidence of episodic diversifying selection on test branches
OG0012095,PHC2,0.5,0.5,0.03737360032664994,0.07229126893760139,0.464730266476701,0.967936396170727,No significant signals
OG0012096,ZMYND12,0.5,0.5,3.181040278419922e-4,8.347095988309887e-4,0.3042103969737986,0.7084568693581551,No evidence of episodic diversifying selection on test branches
OG0012097,SLC2A1,9.527709177170607e-10,3.438398466189926e-9,0.5,0.5,7.056529307400972e-4,0.0036241664466616,Selection associated with trait
OG0012098,PPCS,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0012099,YBX1,0.5,0.5,0,0,0.00204000433081608,0.00948640380380567,No evidence of episodic diversifying selection on test branches
OG0012100,NA,0.5,0.5,0.1633154596641762,0.27300212245195693,0.9638649943141692,1,No significant signals
OG0012101,MUL1,0,0,0.5,0.5,0,0,Selection associated with trait
OG0012102,VWA5B1,0.4738962153140083,0.5,1.502236002259849e-9,6.9335201938969245e-9,0.6886548034564727,1,No evidence of episodic diversifying selection on test branches
OG0012103,NA,1.641321856205025e-9,5.852492518993938e-9,0.3837032700093996,0.5,0.02922659336307276,0.09946006251043324,Selection associated with trait. No difference between FG-BG dist
OG0012104,UBXN10,0.5,0.5,0.02902069300459764,0.05709140196903568,0.7411782441078287,1,No significant signals
OG0012105,FAM43B,5.575322588380338e-6,1.6620338160469668e-5,5.240444078680184e-9,2.3138164824948126e-8,2.058582167485667e-5,1.403858950151376e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012106,NA,0.5,0.5,0,0,2.774046509501638e-6,2.1725428500658075e-5,No evidence of episodic diversifying selection on test branches
OG0012107,CDA,0.5,0.5,0.1530950878297011,0.2577095681926149,0.7371147526143702,1,No significant signals
OG0012108,PINK1,0.5,0.5,1.821595035337298e-4,4.93862263026597e-4,0.930142931019916,1,No evidence of episodic diversifying selection on test branches
OG0012109,DNAJC16,0.5,0.5,8.938042528328083e-9,3.8578463860424566e-8,0.3830769010329101,0.8435151730551872,No evidence of episodic diversifying selection on test branches
OG0012110,CASP9,0.2380878228406247,0.5,0.00196306058574158,0.00464796889439334,0.7313908709704888,1,No evidence of episodic diversifying selection on test branches
OG0012111,CTRC,0.5,0.5,0.1083961725059899,0.18889659220032956,0.6689725996768523,1,No significant signals
OG0012112,FHAD1,0,0,0.00158975645620668,0.00380258495633295,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012113,TMEM51,0.5,0.5,0.06632837249380197,0.12192135419740063,0.5341498835592499,1,No significant signals
OG0012114,KAZN,0.5,0.5,1.221908712267794e-6,4.226378095909468e-6,0.00600478153233408,0.02498335547154766,No evidence of episodic diversifying selection on test branches
OG0012115,PRDM2,2.2664148335849177e-10,8.45047564405165e-10,5.344558129394272e-12,3.116698521009301e-11,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012116,CUNH1ORF158 C15H1ORF158,3.530104486504371e-9,1.2343242111599523e-8,0.5,0.5,1.99324144045665e-6,1.601625944820042e-5,Selection associated with trait
OG0012117,TMEM9,0,0,0.5,0.5,0,0,Selection associated with trait
OG0012118,NA,0,0,0.04000588142173878,0.076867428468856,2.16444639988822e-11,3.2295033007987336e-10,Selection associated with trait
OG0012119,PKP1,0.1197771484391147,0.2753124681519518,0.3338824136152287,0.5,0.8130439392411601,1,No significant signals
OG0012120,LAD1,0,0,7.706613125435524e-13,4.864553609592927e-12,0.00407533444278884,0.01770479129914392,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012121,TNNI1,0.5,0.5,0.00121176544125895,0.00294733505583332,0.5006273007436566,1,No evidence of episodic diversifying selection on test branches
OG0012122,PHLDA3,0.5,0.5,0.5,0.5,0.9457292627288408,1,No significant signals
OG0012123,PPP1R12B,9.70334923522387e-14,4.344168871268875e-13,0,0,0.07536258510569416,0.22756029710560963,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012124,NAV1,0,0,0,0,0.00675654065932807,0.02764591152048469,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012125,RNPEP,0.5,0.5,0.00836592211925407,0.01807707615980643,0.9543712805711384,1,No significant signals
OG0012126,ELF3,0.5,0.5,1.055414772817564e-4,2.9415650383134e-4,0.2129864030773355,0.5331745247993235,No evidence of episodic diversifying selection on test branches
OG0012127,GPR37L1,0.5,0.5,0.4146374460372623,0.5,0.9998129711220476,1,No significant signals
OG0012128,PTPN7,0.01920572763470962,0.04816179859483542,0.3612034464553908,0.5,1,1,No significant signals
OG0012129,OLFM4,0.5,0.5,0.00626744507151322,0.01376610904793792,0.5943915700822509,1,No significant signals
OG0012130,NA,0.5,0.5,2.666200593637313e-13,1.7532902687946282e-12,0.03708092413329922,0.12224697807602722,No evidence of episodic diversifying selection on test branches
OG0012131,NA,0,0,4.589542709293459e-5,1.3346069424134945e-4,4.511381774396916e-5,2.8919628056022894e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012132,NA,6.661338147750939e-16,3.395007086609931e-15,1.752820111278197e-12,1.0720074376679516e-11,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012133,NA,0.5,0.5,0,0,0.1633782873718702,0.4311911250125541,No evidence of episodic diversifying selection on test branches
OG0012134,PLA2G4F,0.5,0.5,6.233902283270254e-14,4.336671250757298e-13,0.1179364758505,0.3294455332505575,No evidence of episodic diversifying selection on test branches
OG0012135,VPS39,0.5,0.5,0.1298136170130452,0.22214891074370044,0.9743204886009852,1,No significant signals
OG0012136,GANC,0,0,0,0,0.01277195643786255,0.04807677730024467,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012137,SNAP23,0.5,0.5,0.3647827599498894,0.5,0.9785416086610704,1,No significant signals
OG0012138,LRRC57,0.5,0.5,0.5,0.5,0.9994257951054636,1,No significant signals
OG0012139,NA,0.5,0.5,6.68349653398792e-10,3.1849658042473275e-9,0.6825838641548583,1,No evidence of episodic diversifying selection on test branches
OG0012140,UBR1,1.3378187446733141e-14,6.275058762277972e-14,5.98750000690984e-8,2.387826039622017e-7,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012141,TMEM62,4.603173147654793e-7,1.4522734385637837e-6,0.2753856548024783,0.4287850767651398,0.3872861499747582,0.8493911547515273,Selection associated with trait. No difference between FG-BG dist
OG0012142,MIDEAS ELMSAN1,0,0,0.00533708099960644,0.01184892226028583,0.02239168501878408,0.07867545357391695,Selection associated with trait. No difference between FG-BG dist
OG0012143,NA,0.09209127794018408,0.21556881776963835,0.4893111568702942,0.5,0.3945457995004695,0.8605310883609671,No significant signals
OG0012144,HEATR4,0.5,0.5,0,0,2.309062850924803e-7,2.085869510637082e-6,No evidence of episodic diversifying selection on test branches
OG0012145,NUMB,0,0,0.5,0.5,0,0,Selection associated with trait
OG0012146,ZFYVE1,0,0,3.8136160895874133e-14,2.700739250351021e-13,0.7292565394459447,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012147,DPF3,0,0,0,0,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012148,MED6,0.5,0.5,0.1215259200648052,0.2093322675638583,0.9801744036663628,1,No significant signals
OG0012149,NA,0.1087348446101528,0.25187134509000597,0.5,0.5,1,1,No significant signals
OG0012150,NA,1.553757122962907e-13,6.853320153986239e-13,0,0,0.1004599475592829,0.2894075852789728,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012151,NA,1.6819878823071122e-14,7.838407718624527e-14,0,0,0.04417168951236872,0.1429016078654351,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012152,NA,0.5,0.5,0,0,9.185226828980486e-4,0.00460538545643088,No evidence of episodic diversifying selection on test branches
OG0012153,SYNJ2BP,0.5,0.5,0.5,0.5,0.9998140539504898,1,No significant signals
OG0012154,SLC8A3,0,0,0,0,0.996915900106594,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012155,SMOC1,0.5,0.5,0,0,0.0875931076944032,0.25809695403042743,No evidence of episodic diversifying selection on test branches
OG0012156,CLVS2,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0012157,CCDC185,1.841287194936925e-8,6.231716615167833e-8,0.5,0.5,5.049082658747928e-6,3.766789769724531e-5,Selection associated with trait
OG0012158,FABP7,0.5,0.5,0.5,0.5,0.9787567974896412,1,No significant signals
OG0012159,PKIB,0.5,0.5,0.5,0.5,0.9519972255532057,1,No significant signals
OG0012160,SERINC1,0,0,1.178501740639604e-12,7.310934812541314e-12,0.00430117943749752,0.01862051368289324,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012161,HSF2,0.5,0.5,3.9918613969902594e-9,1.7797819953402213e-8,0.9866548253253212,1,No evidence of episodic diversifying selection on test branches
OG0012162,GJA1,0.5,0.5,0.5,0.5,0.4615944943192961,0.9631787222572964,No significant signals
OG0012163,TBC1D32,0.06043327899888623,0.1447521717288573,0,0,0.00271588443665671,0.01235063789533746,No evidence of episodic diversifying selection on test branches
OG0012164,TMPO,0.1784705150770622,0.3963263632221956,1.791219445546055e-7,6.780933106629729e-7,0.9925886163431202,1,No evidence of episodic diversifying selection on test branches
OG0012165,SLC25A3,0,0,0.09852259025853748,0.17379015411687393,4.742663887613574e-6,3.550433675035283e-5,Selection associated with trait
OG0012166,IKBIP,0.3874552040346529,0.5,0.1854762559516017,0.30544462778404585,0.5735469559356758,1,No significant signals
OG0012167,APAF1,0,0,0.5,0.5,0.00385956451904456,0.01686051052388272,Selection associated with trait. No difference between FG-BG dist
OG0012168,SCYL2,0.5,0.5,0.3194834820537421,0.4865053763317058,0.9583168069830392,1,No significant signals
OG0012169,SLC17A8,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0012170,NR1H4,0.5,0.5,3.045896868059117e-13,1.9893729431081962e-12,0.7797137358451027,1,No evidence of episodic diversifying selection on test branches
OG0012171,GAS2L3,0.5,0.5,0.5,0.5,0.9972284299031132,1,No significant signals
OG0012172,SLC5A8,5.551115123125783e-17,2.9987110034663246e-16,1.556162634863689e-7,5.919574260268292e-7,0.00818530371682513,0.03277909225608732,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012173,ARL1,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0012174,NUP205,2.0212885643022822e-8,6.816925656847992e-8,0,0,1.98501930557593e-4,0.00112941203619027,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012175,POLR3H,1.665334536937735e-16,8.798415801379218e-16,9.47851261734467e-5,2.663215850340934e-4,0.01437045773162038,0.05334102912352682,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012176,NA,0.1532385894417479,0.3446275345709164,0.4358145541795911,0.5,0.8634739684981161,1,No significant signals
OG0012177,STRA8,0.00106487979703645,0.00282509802684042,0.494258399502377,0.5,0.4217613581403572,0.9028762959184408,Selection associated with trait. No difference between FG-BG dist
OG0012178,WDR91,0,0,0.0018946741616152,0.00449219457386794,1.513477617676173e-7,1.4068351561084423e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012179,CYREN,0.0851815766557657,0.20049241897875644,0.02223371474099756,0.04485094810456711,0.9600185910832528,1,No significant signals
OG0012180,TMEM140,0.5,0.5,2.4757097816241472e-8,1.0286014648917077e-7,0.7340175261893849,1,No evidence of episodic diversifying selection on test branches
OG0012181,AGBL3,3.713248541981073e-9,1.2973133985589102e-8,0,0,0.00131485431087918,0.00639614907608122,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012182,PDE6H,0.5,0.5,0.5,0.5,0.9998306391104176,1,No significant signals
OG0012183,ERP27,0.5,0.5,1.882337575886961e-5,5.760165976564979e-5,0.9143749970155448,1,No evidence of episodic diversifying selection on test branches
OG0012184,MGP,0.5,0.5,0.04804114494270156,0.09087389471784466,0.7367771677527237,1,No significant signals
OG0012185,NA,0,0,0.0653308853444679,0.12021549686817462,0,0,Selection associated with trait
OG0012186,WBP11,0.5,0.5,0.5,0.5,0.9039752772041184,1,No significant signals
OG0012187,NA,0.5,0.5,0.5,0.5,0.9699187739934853,1,No significant signals
OG0012188,DDX47,0,0,0.4060077792329482,0.5,1.579136821305838e-11,2.3891346244022237e-10,Selection associated with trait
OG0012189,HEBP1,0,0,0.4923943803002271,0.5,0,0,Selection associated with trait
OG0012190,FAM234B,1.075544819872931e-9,3.8685639531090375e-9,2.370326157574709e-13,1.5638419590456621e-12,0.2595231727136903,0.6259099161418574,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012191,ILDR2,0.5,0.5,3.939795798471035e-4,0.0010223386158911,0.5682632683066794,1,No evidence of episodic diversifying selection on test branches
OG0012193,PTGFRN,0.05469783346674945,0.1318537746020194,0.5,0.5,0.5432278426576198,1,No significant signals
OG0012194,CD101,0.4871168845762489,0.5,1.3211653993039361e-14,9.763762054292283e-14,0.3380860702228045,0.7689347836289487,No evidence of episodic diversifying selection on test branches
OG0012195,TECTA,3.095816270004548e-9,1.088188220983727e-8,0.5,0.5,0.8848954493535678,1,Selection associated with trait. No difference between FG-BG dist
OG0012196,CDIN1 CUNH15ORF41 C1H15ORF41,0.4665170071513731,0.5,0.1030309455707638,0.18056496617444104,0.1754237643972852,0.45671397626176474,No significant signals
OG0012197,SPRED1,0.00325360914950367,0.00844786486042749,7.202690320629035e-5,2.045015814787522e-4,0.05988285509574531,0.18674373638918745,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012198,ARHGAP11A,0.5,0.5,0.5,0.5,0.9663612947520756,1,No significant signals
OG0012199,SCG5,3.880229471064922e-14,1.776693430825177e-13,0.2603259859392492,0.407905319992443,6.108424877027119e-11,8.567635151668181e-10,Selection associated with trait
OG0012200,GREM1,0.06105763693481747,0.1461263246775195,0.5,0.5,0.2948477048245555,0.691868773739616,No significant signals
OG0012201,LRRC4,7.771561172376096e-15,3.6973661564454505e-14,0.5,0.5,0.03910279641939651,0.12808311893015042,Selection associated with trait. No difference between FG-BG dist
OG0012202,FSCN3,0,0,0,0,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012203,DENND6B,0,0,0,0,0.00166074412423844,0.0078578893664076,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012204,PPP6R2,0.5,0.5,0,0,1.255216486306665e-9,1.4880333523969696e-8,No evidence of episodic diversifying selection on test branches
OG0012205,SBF1,0,0,0.02262379066951209,0.04555288144577888,5.078993920415442e-4,0.00269819603359577,Selection associated with trait
OG0012206,GCNA,3.284039706841213e-13,1.4188756676487197e-12,0.260416653483306,0.4079735190522321,0.01321798830408094,0.04962623461323924,Selection associated with trait. No difference between FG-BG dist
OG0012207,CCDC166,0.5,0.5,9.100720177457332e-12,5.178016595379077e-11,0.1810405996147764,0.4683782807373019,No evidence of episodic diversifying selection on test branches
OG0012208,EIF2D,0,0,1.697625857440821e-4,4.611190888353066e-4,0.0104455563780812,0.04060909474210004,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012209,DYRK3,0.5,0.5,3.348026297206319e-5,9.881930278316332e-5,0.9803246702303252,1,No evidence of episodic diversifying selection on test branches
OG0012210,IL10,0.5,0.5,0.5,0.5,0.6937283962864663,1,No significant signals
OG0012211,PIGR,0.5,0.5,0.00237078883905522,0.00553461198089666,0.949742711249556,1,No evidence of episodic diversifying selection on test branches
OG0012212,CUNH1ORF116 C5H1ORF116,0.5,0.5,0.3819781095253204,0.5,0.9939693455301584,1,No significant signals
OG0012213,YOD1,0.1715263215102862,0.38267305654808376,5.8434829752762604e-9,2.5656774057859342e-8,0.5441995522452453,1,No evidence of episodic diversifying selection on test branches
OG0012214,PFKFB2,0.5,0.5,1.553853610780642e-7,5.913390126515248e-7,0.1119232246480744,0.3160875825912028,No evidence of episodic diversifying selection on test branches
OG0012215,NSD2,0.5,0.5,1.231459378914224e-11,6.90223410953607e-11,0.2228609292323789,0.5542428592715453,No evidence of episodic diversifying selection on test branches
OG0012216,NELFA,0.5,0.5,3.266942272261986e-12,1.9524943663090624e-11,0.0231097935183292,0.08100127707882579,No evidence of episodic diversifying selection on test branches
OG0012217,CUNH4ORF48 C11H4ORF48,5.551115123125783e-17,2.9987110034663246e-16,0.08451297747385433,0.15153333916741377,8.953932537636433e-7,7.56712228327204e-6,Selection associated with trait
OG0012218,NAT8L,0.5,0.5,3.626143829649209e-11,1.9358820914117367e-10,0.8210273661727149,1,No evidence of episodic diversifying selection on test branches
OG0012219,COG3,0,0,0.0434010099815953,0.08287562673890683,0.01143959793428162,0.04392115373703333,Selection associated with trait. No difference between FG-BG dist
OG0012220,CHUK,0.5,0.5,5.2692251311659e-6,1.707860460116468e-5,1,1,No evidence of episodic diversifying selection on test branches
OG0012222,PAOX,0.5,0.5,0,0,0.01832824234650454,0.06608858719443762,No evidence of episodic diversifying selection on test branches
OG0012223,CUNH10ORF71 C11H10ORF71,0.3674897566516805,0.5,0.05557577450947104,0.10374304413394358,0.8860755043467917,1,No significant signals
OG0012224,VSTM4,2.3861285003423663e-8,8.009913127215995e-8,0,0,1.7820842801441472e-8,1.851399443021302e-7,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012225,HHAT,0.5,0.5,5.432399474702976e-9,2.393685593384906e-8,0.06095672941781816,0.18934656725836263,No evidence of episodic diversifying selection on test branches
OG0012226,SERTAD4,0.5,0.5,5.996926270013248e-7,2.1561030303570686e-6,0.7355470801446794,1,No evidence of episodic diversifying selection on test branches
OG0012227,UTP25,0.5,0.5,0.1012811900260667,0.17789474700336536,0.8843494850869602,1,No significant signals
OG0012228,TRERF1,0,0,0.5,0.5,2.454714423283377e-6,1.940009006309986e-5,Selection associated with trait
OG0012229,PRPH2,0.5,0.5,0.3332717110400247,0.5,0.8320751826732149,1,No significant signals
OG0012230,BICRAL,4.79826408924966e-4,0.00129278260984951,3.186785835218586e-10,1.567847903239434e-9,0.1465853854627763,0.39363463631216267,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012231,PKDCC,0,0,0.00612402519960264,0.01347846237979687,0.03999960702192684,0.13072379122649355,Selection associated with trait. No difference between FG-BG dist
OG0012232,EML4,0.5,0.5,4.459443153986831e-5,1.298957288946551e-4,0.9015522975340968,1,No evidence of episodic diversifying selection on test branches
OG0012233,NA,0.1583565694451651,0.35512250634321296,0.00729918919355065,0.01590311764375312,1,1,No significant signals
OG0012234,ZNHIT1,0.5,0.5,0.0032675829137676,0.00748086310469441,0.5808679337160938,1,No evidence of episodic diversifying selection on test branches
OG0012235,PLOD3,0.5,0.5,2.536982104728303e-6,8.483401520215895e-6,0.9889339761680616,1,No evidence of episodic diversifying selection on test branches
OG0012236,ARHGEF15,0.3074027022920416,0.5,0.04635975850103996,0.08802398792359913,1,1,No significant signals
OG0012237,NA,0.4998584893911766,0.5,8.509273452528276e-9,3.6819626229089856e-8,1,1,No evidence of episodic diversifying selection on test branches
OG0012238,SLC25A35,0.5,0.5,0.1462650548499503,0.24756068544327595,0.5434602656594307,1,No significant signals
OG0012239,RANGRF,0.1253453821607764,0.2865888869800156,0.4994033978925548,0.5,0.5309755544697307,1,No significant signals
OG0012240,NA,0.5,0.5,9.43689570931383e-16,7.763012877224515e-15,0.00452892820845229,0.0194894802167808,No evidence of episodic diversifying selection on test branches
OG0012241,PFAS,0,0,1.810050002215569e-6,6.142812831048445e-6,9.93333297369059e-4,0.00495178937524875,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012243,MSL3,0.5,0.5,2.331468351712829e-15,1.8613032394578253e-14,0.9673687020254572,1,No evidence of episodic diversifying selection on test branches
OG0012244,FRMPD4,2.442235105815094e-7,7.790306894848443e-7,0,0,1.785865773817896e-6,1.4416867916623205e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012245,DHX36,0.5,0.5,7.582925964516596e-5,2.1459333321427937e-4,0.9544168503000094,1,No evidence of episodic diversifying selection on test branches
OG0012246,GPR149,0.08515107296994295,0.20049241897875644,0.4852133164924786,0.5,0.6044429843861843,1,No significant signals
OG0012247,MME,0.5,0.5,0.1538118110319842,0.2587650491195162,0.9918403524020916,1,No significant signals
OG0012248,NA,0.5,0.5,1.02350117806238e-4,2.85998682433059e-4,0.8270806792339448,1,No evidence of episodic diversifying selection on test branches
OG0012249,PLCH1,7.2164496600635185e-16,3.675759585532059e-15,0.1878047929478379,0.3085746493583803,0.7534248448917572,1,Selection associated with trait. No difference between FG-BG dist
OG0012250,CUNH3ORF33 C10H3ORF33,0.5,0.5,0.5,0.5,0.999277525827266,1,No significant signals
OG0012251,SLC33A1,0.5,0.5,0.09487260897876916,0.16796799470177337,0.987632652884223,1,No significant signals
OG0012252,GMPS,0.5,0.5,4.352755907049977e-5,1.269590482629272e-4,0.8362170948172647,1,No evidence of episodic diversifying selection on test branches
OG0012253,NA,0.5,0.5,6.463718449367661e-13,4.100954505925788e-12,0.8623409931414698,1,No evidence of episodic diversifying selection on test branches
OG0012254,SSR3,5.219713550275173e-13,2.235101487584431e-12,0.5,0.5,2.36400076181198e-7,2.131048186741758e-6,Selection associated with trait
OG0012255,TIPARP,0.5,0.5,0.5,0.5,0.9999995659068022,1,No significant signals
OG0012256,LEKR1,0.5,0.5,0.5,0.5,0.9988053329705868,1,No significant signals
OG0012257,CCNL1,0.5,0.5,0.00278116887452178,0.00643707821345588,0.7272085033684992,1,No evidence of episodic diversifying selection on test branches
OG0012258,VEPH1,0,0,0,0,0.6985554815089676,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012259,PQLC2L SLC66A1L,0.5,0.5,3.141769126469018e-6,1.038535906052822e-5,0.6540842197722803,1,No evidence of episodic diversifying selection on test branches
OG0012260,RABEP1,0,0,0,0,1.80944148553408e-12,3.1007735872894907e-11,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012261,UBASH3B,0.02484508157621013,0.06174880412421667,0.03036949188455468,0.05963639273177586,0.5012737117607755,1,No significant signals
OG0012262,BSX,0.01277696739673362,0.03234041411270334,0.1577649207334196,0.264695157818343,0.6317516541764518,1,No significant signals
OG0012263,SETBP1,0,0,3.773703571852138e-12,2.239892366996461e-11,0.05320933970837594,0.16842488143243797,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012264,ADIPOQ,0.5,0.5,4.598567693470113e-6,1.496653058265903e-5,0.3683167627004658,0.8202298673211094,No evidence of episodic diversifying selection on test branches
OG0012265,GPC5,0.5,0.5,0,0,0.02609016462700198,0.08988227893394711,No evidence of episodic diversifying selection on test branches
OG0012266,DISP2,1.051517345695974e-6,3.2534254950493243e-6,0,0,2.003541033190892e-6,1.608408543713727e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0012267,KNSTRN,0.5,0.5,0.1810534207090703,0.2987864803234734,0.9959306634874832,1,No significant signals
OG0012268,BAHD1,0.5,0.5,0.2885726844145196,0.4462666209655562,0.941803754918214,1,No significant signals
OG0012269,CCDC32,2.579607860653255e-9,9.096954533860338e-9,3.84583317802889e-6,1.261631551276043e-5,0.01908820206552431,0.06857173128893623,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0012270,RPUSD2,0.5,0.5,0.2976230643105748,0.4580526406800132,0.9521277967860148,1,No significant signals
OG0012271,KNL1,0.1251005118429753,0.28612108375357004,5.551115123125783e-17,4.967874899227562e-16,0.2528103727819573,0.6133504250224442,No evidence of episodic diversifying selection on test branches
